SentId	Sentences	Class
182627	"We suggest treatment with a combination of hydralazine plus nitrate in patients with HF and reduced LVEF who are unable to take both ACE inhibitor and ARB due to drug intolerance (including hyperkalemia), hypotension, or worsening renal insufficiency."	1
182628	ARB intolerance can be presumed in patients who develop hyperkalemia or renal insufficiency on ACE inhibitor therapy.	1
182629	Starting doses of hydralazine 25 mg three times daily and isosorbide dinitrate 20 mg three times daily are recommended.	0
182630	Uptitration of dose should be considered every two to four weeks.	0
182631	The dose should not be increased if symptomatic hypotension develops.	0
182632	The target dose is hydralazine 75 mg three times daily and isosorbide dinitrate (40 mg three times daily).	0
182633	"Although direct evidence of efficacy is lacking, isosorbide mononitrate (40 to 120 mg daily) may be used in place of isosorbide dinitrate to improve compliance."	0
182634	"Digoxin is given to patients with HF and systolic dysfunction to control symptoms (such as fatigue, dyspnea, and exercise intolerance) and, in patients with atrial fibrillation, to control the ventricular rate."	1
182635	"As demonstrated in the DIG trial, digoxin therapy was associated with a significant reduction in hospitalization for HF but no benefit in terms of overall mortality."	0
182636	"However, subsequent subgroup analyses suggest that digoxin may have an effect on survival that varies with the serum digoxin concentration (SDC)."	0
182637	"Compared to placebo, survival was significantly improved when the SDC was between 0.5 and 0.8 ng/mL in men and significantly worsened when the SDC was >=1.2 ng/mL."	0
182638	A similar relationship was seen in women with a nonsignificant trend toward improved survival when the SDC was between 0.5 and 0.9 ng/mL and significantly worse survival when the SDC was >=1.2 ng/mL.	1
182639	"The use of digoxin for the treatment of symptoms in patients with left ventricular dysfunction was considered reasonable in the 2005 ACC/AHA guidelines with 2009 update  . We suggest starting digoxin in patients with left ventricular systolic dysfunction (left ventricular ejection fraction [LVEF] <40 percent) who continue to have NYHA functional class II, III, and IV symptoms ) despite appropriate therapy including an ACE inhibitor, beta blocker, an aldosterone antagonist if indicated, and an additional diuretic if necessary for fluid control."	1
182640	"The usual daily dose of digoxin is 0.125 mg or less, based upon renal function."	0
182641	"Based upon the data from the DIG trial correlating serum digoxin concentration and survival, we recommend maintaining the SDC between 0.5 and 0.8 ng/mL."	0
182642	Digoxin is NOT indicated as primary therapy for the stabilization of patients with acutely decompensated HF.	1
182643	"Such patients should first receive appropriate treatment for HF, usually with intravenous medications."	0
182644	Digoxin may be initiated at the same time as part of a long-term treatment strategy to reduce risk of rehospitalization.	0
182645	Meta-analyses have defined the role of ACE inhibitors and beta blockers in women with HF.	1
182646	A meta-analysis of ACE inhibitor trials suggested that the benefit from these drugs may not apply to women.	0
182647	"Among trials of ACE inhibitor therapy in symptomatic HF, the relative mortality risk with an ACE inhibitor was significantly reduced in men at 0.80 (95% CI 0.68-0.93) but showed only a trend toward significance in women at 0.90 (95 0.78-1.05)."	1
182648	"Until more definitive data are provided, ACE inhibitors should continue to be used in women with HF."	1
182649	"In contrast, women appear to benefit from beta blockers to the same degree as men."	0
182650	"A pooled analysis from MERIT-HF, COPERNICUS, CIBIS II, and the United States Carvedilol Heart Failure trials found that the mortality benefit from beta blocker therapy was the same in men and women (relative risk 0.66 and 0.63, respectively)."	0
182651	"Race may affect the response to ACE inhibitors, hydralazine plus isosorbide dinitrate, and beta blockers in patients with HF."	1
182652	The V-HeFT trial and a matched cohort study from the SOLVD trial suggested that there were important differences between blacks and whites in the response to ACE inhibitors.	0
182653	Two major findings were noted: Blacks had higher rates of both progressive HF and overall mortality.	0
182654	"In the SOLVD analysis, the respective values were 13 versus 8 per 100 patient-years in whites for hospitalization for HF and 12 versus 10 per 100 patient-years for overall mortality."	1
182655	Blacks had a lesser response than whites to ACE inhibition with enalapril despite receiving similar doses.	0
182656	"In the SOLVD matched cohort study, enalapril therapy in whites was associated with a significant 44 percent reduction in hospitalization for HF compared to placebo;"	0
182657	"in contrast, there was no significant reduction among blacks."	0
182658	The apparent lack of response in blacks has some biologic plausibility since similar findings have been noted in patients with hypertension.	1
182659	Blacks respond less well to ACE inhibitors than to most other antihypertensive drugs.	0
182660	"In the matched cohort study from SOLVD, there were significant reductions in systolic and diastolic pressure with enalapril in whites (5/3.6) but not blacks."	0
182661	"In addition to genetic disparities, environmental differences (such as diet) could contribute to the varying response."	0
182662	"In contrast to these findings, another analysis of the SOLVD trials using mortality as the end point found that the relative risk (RR) of death was reduced to the same degree in both blacks and whites (RR for blacks 0.89, 95% CI 0.74-1.06; RR for whites 0.89, 95% CI 0.82-0.97)."	0
182663	"The risk reduction was significant in whites but not blacks, an observation that is likely to be explained by the smaller number of blacks in the trials (800 versus 5718)."	0
182664	"Thus, ACE inhibitors should continue to be used in black patients with HF."	1
182665	There are conflicting data on the efficacy of beta blockers in black patients.	0
182666	"In the carvedilol trials, the benefit of beta blockade was of similar magnitude in blacks and nonblack patients."	0
182667	"In comparison, it appeared that blacks derived no benefit with bucindolol in the BEST trial."	0
182668	"A meta-analysis of beta blocker trials in HF confirmed this distinction, finding different results depending upon whether or not the BEST data were included."	0
182669	"In the COPERNICUS, MERIT-HF, and United States Carvedilol Heart Failure trials, the reduction in all-cause mortality with beta blockers was the same for blacks and whites (relative risk 0.67 and 0.63, respectively)."	0
182670	"With inclusion of the data from BEST, the benefit of beta blockers remained significant for whites but was no longer significant in blacks (relative risk 0.69 and 0.97, respectively)."	0
182671	"These observations demonstrate that bucindolol, a beta blocker with partial beta agonist activity, is not effective in reducing mortality in blacks."	0
182672	"The reasons for this difference are not clear, but (as speculated by the authors of BEST) may include race-specific differences in the beta adrenergic pathway."	0
182673	"In the V-HeFT trials, blacks had a lesser benefit from ACE inhibition than whites, while the benefit of the hydralazine-nitrate combination was more pronounced."	0
182674	"This observation led to the design of the A-HeFT trial (African-American Heart Failure Trial), in which black patients with class III to IV HF on standard heart failure therapy (including an ACE inhibitor if tolerated) were randomly assigned to a fixed combination of hydralazine and isosorbide dinitrate or placebo."	1
182675	Diabetic patients with HF are treated in the same fashion as nondiabetics.	1
182676	Data supporting this approach are available for both beta blockers and ACE inhibitors.	0
182677	"The thiazolidinediones and metformin, which are often used in type 2 diabetics, are relatively contraindicated in patients with HF."	1
182678	Evidence from a randomized trial indicates that supplementation with N-3 polyunsaturated fatty acids (PUFA) in patients with HF can reduce mortality.	1
182679	The GISSI-HF investigators randomly assigned 6975 class II-IV chronic HF patients to 1 g/day n-3 PUFA or placebo with a median follow-up of 3.9 years.	0
182680	"Death from any cause was reduced with n-3 PUFA compared to placebo from 29 to 27 percent (adjusted hazard ratio 0.91, 95.5% CI 0.833-0.998) and the endpoint of death or admission to the hospital for cardiovascular reasons was also reduced (59 to 57 percent, adjusted hazard ratio 0.92, 99% CI 0.849-0.999)."	0
182681	The potential role of supplementation with N-3 polyunsaturated fatty acids for prevention of HF is discussed separately.	0
182682	Clinical trials have evaluated the efficacy of statins on mortality in patients with both ischemic and nonischemic systolic HF.	1
182683	"Summarized briefly, no benefit from statin therapy has generally been demonstrated in patients with moderate to severe heart failure due to systolic dysfunction with or without coronary artery disease."	1
182684	Limited data suggest that statins may benefit patients with diastolic dysfunction.	1
182685	"Some initial studies suggested a possible deleterious effect of calcium channel blockers in patients with HF, while later trials with vasoselective calcium channel blockers amlodipine and felodipine showed a neutral effect on mortality."	1
182686	"Thus, there is NO direct role for these drugs in the management of HF."	0
182687	"However, amlodipine and felodipine appear to be safe in patients with HF and can be used if treatment with a calcium channel blocker is necessary for another indication, such as angina or hypertension."	1
182688	A variety of drugs should be avoided or used with caution in patients with HF.	1
182689	This issue is presented separately.	0
182690	Both chronic hypoperfusion and a reduction in physical activity lead to skeletal muscle dysfunction and exercise intolerance in patients with chronic HF.	1
182691	"Randomized controlled trials have shown that exercise training can lessen symptoms, increase exercise capacity, improve the quality of life, reduce hospitalization, and increase survival in patients with chronic HF."	1
182692	These improvements are additive to the benefits of ACE inhibitors and beta blockers.	0
182693	These issues are discussed in detail separately.	0
182694	The 2005 ACC/AHA guidelines recommend exercise training as an adjunctive approach to improve clinical status in patients with reduced LVEF and HF.	1
182695	"Based upon the available data, we recommend that cardiac rehabilitation be offered to patients with stable NYHA class II to III HF who do not have advanced arrhythmias and who do not have other limitations to exercise."	1
182696	Exercise training should be used in conjunction with drug therapy.	0
182697	"The beneficial effects of exercise are seen with high or low levels of training, and are apparent as early as three weeks after training."	0
182698	There are not enough data at present to recommend cardiac rehabilitation for patients with advanced HF.	1
182699	"Patients with HF should be evaluated serially to assess status, the response to therapy, and potential need for changes in management."	1
182700	"The 2005 ACC/AHA guidelines with 2009 update recommend that each visit should include assessment of ability to perform activities of daily living, volume status and weight, current use of alcohol, tobacco, illicit drugs, alternative therapies, and chemotherapy drugs, as well as diet and sodium intake  . It was also considered reasonable to repeat measurement of left ventricular ejection fraction and structural remodeling in patients who have a change in clinical status, have experienced or recovered from a clinical event, or have received treatment that might significantly change these parameters."	1
182701	The efficacy of serial measurement of serum brain natriuretic peptide was considered less well established.	0
182702	"Although the majority of patients with HF due to systolic dysfunction respond to optimal medical therapy, some patients do not improve or experience rapid recurrence of symptoms."	1
182703	These patients have symptoms at rest or on minimal exertion and often require repeated prolonged hospitalizations for intensive management.	1
182704	"Specialized strategies are generally considered for these patients, including continuous intravenous positive inotropic therapy, cardiac resynchronization therapy, extracorporeal ultrafiltration via hemofiltration, mechanical circulatory support, surgery, or cardiac transplantation  ."	1
182705	"Because HF is a chronic disease which often leads to repeated hospitalization, and because many interventions (as described above) can influence morbidity and mortality, the expertise of those providing clinical care for a patient with HF may have a significant influence on outcomes."	1
182706	"HF disease management is a multidisciplinary framework for the care of HF patients including discharge planning, patient education and frequent outpatient assessment."	0
182707	The impact of disease management and other strategies is discussed separately.	0
182708	"Patients with HF may have a variety of associated conditions that require therapy, each of which is discussed in detail elsewhere."	1
182709	"These include: Supraventricular tachycardias, particularly atrial fibrillation."	0
182710	Ventricular arrhythmias and risk for sudden cardiac death.	0
182711	Use of cardiac pacemakers and cardiac resynchronization therapy.	0
182712	Thromboembolism.	0
182713	Anemia.	0
182714	"UpToDate offers two types of patient education materials, ""The Basics"" and ""Beyond the Basics."""	0
182715	"The Basics patient education pieces are written in plain language, at the 5th to 6th grade reading level, and they answer the four or five key questions a patient might have about a given condition."	0
182716	"These articles are best for patients who want a general overview and who prefer short, easy-to-read materials."	1
182717	"Beyond the Basics patient education pieces are longer, more sophisticated, and more detailed."	0
182718	These articles are written at the 10th to 12th grade reading level and are best for patients who want in-depth information and are comfortable with some medical jargon.	1
182719	Here are the patient education articles that are relevant to this topic.	0
182720	We encourage you to print or e-mail these topics to your patients.	0
182721	"(You can also locate patient education articles on a variety of subjects by searching on ""patient info"" and the keyword(s) of interest.)."	0
182722	Basics topics.	0
182723	Beyond the Basics topics.	0
182724	"Management of heart failure (HF) due to systolic dysfunction includes correction of systemic factors, lifestyle modification, treatment of underlying cardiac disease, device (implantable cardioverter-defibrillator and cardiac resynchronization) therapy as indicated, as well as pharmacologic therapy to relieve symptoms and prolong survival."	0
182725	"Treatment of systolic HF is accomplished via appropriate combinations of the following agents: For patients with systolic HF and volume overload, we recommend diuretics."	1
182726	Such patients should also restrict dietary sodium.	0
182727	"For patients with HF with left ventricular systolic dysfunction (LVEF <=40 percent), we recommend ACE inhibitor therapy."	1
182728	"For patients with systolic HF who do not tolerate ACE inhibitors, we recommend an ARB as an alternative that provides a similar survival benefit."	1
182729	"For patients with current or prior HF and an LVEF <=40 percent, we recommend therapy with a beta blocker."	1
182730	"We believe that clinicians should choose one of the beta blockers of proven benefit (including reduction in all-cause mortality) in randomized trials (ie, carvedilol, extended-release metoprolol succinate, or bisoprolol. For patients who can be monitored for preserved renal function and a normal plasma potassium concentration and meet one of the following criteria, we recommend the addition of an aldosterone antagonist (spironolactone or, if not tolerated, eplerenone): NYHA functional class II HF and a left ventricular ejection fraction (LVEF) <=30 percent;"	1
182731	or NYHA functional class III to IV HF and an LVEF <35 percent;	0
182732	"or post ST elevation myocardial infarction and already receiving therapeutic doses of ACE inhibitor, and an LVEF <=40 percent, and either symptomatic heart failure or diabetes mellitus;"	0
182733	"Given the relative cost differences, we suggest spironolactone rather than eplerenone for initial therapy, with switch to eplerenone if endocrine side effects occur."	0
182734	The combination of aldosterone antagonist therapy and ACE inhibitor plus ARB therapy is not generally recommended.	0
182735	"For black patients with persistent moderate to severe HF symptoms and left ventricular ejection fraction <40 despite optimal therapy including a beta blocker, ACE inhibitor (or ARB), and aldosterone antagonist (if indicated) and other diuretics, we recommend the addition of the combination of hydralazine and an oral nitrate."	1
182736	"For select non-black patients with left ventricular ejection fraction <40, particularly those with low output syndromes, hypertension, or mitral regurgitation with persistent symptoms despite optimal therapy including a beta blocker, ACE inhibitor (or ARB), and aldosterone antagonist (if indicated) and other diuretics, we suggest the addition of the combination of hydralazine and an oral nitrate."	1
182737	"For patients with systolic HF who are unable to take an ACE inhibitor or ARB due to drug intolerance, hypotension or renal insufficiency, we suggest hydralazine plus a nitrate."	1
182738	"For patients with left ventricular systolic dysfunction (LVEF <40 percent) who continue to have NYHA functional class II, III, and IV symptoms despite optimal therapy (eg, ACE inhibitor or ARB, beta blocker, aldosterone antagonist and, if necessary for fluid control, a diuretic) we suggest administration of digoxin."	1
182739	"For patients with stable NYHA functional class II to III, we recommend an exercise training program."	1
182740	"Patients with HF should be evaluated serially to assess status, the response to therapy, and potential need for changes in management."	1
185679	The treatment of hypertension is the most common reason for office visits of non-pregnant adults to physicians in the United States and for use of prescription drugs.	1
185680	The national health and nutrition examination survey (NHANES) conducted from 2005 through 2008 estimated that approximately 29 to 31 percent of adults in the United States have hypertension.	1
185681	This translates into 58 to 65 million hypertensives in the adult population in the United States.	0
185682	"The number of patients with hypertension is likely to grow as the population ages, since either isolated systolic hypertension or combined systolic and diastolic hypertension occurs in the majority of persons older than 65 years."	1
185683	The rising incidence of obesity will also increase the number of hypertensive individuals.	0
185684	"Despite the prevalence of hypertension and its associated complications, control of the disease is far from adequate."	0
185685	"Data from the 2005-2008 NHANES survey show that only 46 to 51 percent of persons with hypertension have their blood pressure under control, defined as a level below 140/90 mmHg."	0
185686	"There are numerous potential reasons for low rates of blood pressure control, including poor access to health care and medications and lack of adherence with long-term therapy for a condition that is usually asymptomatic."	0
185687	The latter may be particularly true when the therapy may interfere with the patient's quality of life and when its immediate benefits may not be obvious to the patient.	0
185688	"Thus, hypertension will likely remain the most common risk factor for heart attack and stroke."	0
185689	"This topic provides a broad overview of the definitions, pathogenesis, complications, diagnosis, evaluation, and management of hypertension."	0
185690	Detailed discussions of all of these issues are found separately.	0
185691	"The reader is directed, when necessary, to more detailed discussions of these issues in other topics."	0
185692	The following definitions were suggested in 2003 by the seventh report of the Joint National Committee (JNC 7) based upon the average of two or more properly measured readings at each of two or more visits after an initial screen: Normal blood pressure: systolic <120 mmHg and diastolic <80 mmHg.	0
185693	Prehypertension: systolic 120 to 139 mmHg or diastolic 80 to 89 mmHg.	0
185694	Hypertension: Stage 1: systolic 140 to 159 mmHg or diastolic 90 to 99 mmHg.	0
185695	Stage 2: systolic >=160 or diastolic >=100 mmHg.	0
185696	Isolated systolic hypertension is considered to be present when the blood pressure is >=140/<90 mmHg and isolated diastolic hypertension is considered to be present when the blood pressure is <140/>=90 mmHg.	0
185697	These definitions apply to adults on no antihypertensive medications and who are not acutely ill.	1
185698	"If there is a disparity in category between the systolic and diastolic pressures, the higher value determines the severity of the hypertension."	0
185699	The systolic pressure is the greater predictor of risk in patients over the age of 50 to 60.	1
185700	Similar but not identical definitions were suggested in the 2007 European Societies of Hypertension and Cardiology guidelines for the management of arterial hypertension.	0
185701	"The major difference is that the European guidelines divide blood pressures below 140/90 mmHg into three categories (""optimal"", ""normal"", and ""high normal"") instead of the two categories (""normal"" and ""prehypertension"") defined by JNC 7."	0
185702	Clinical significance of blood pressure readings appears age dependant.	0
185703	"Over age 50 years, systolic blood pressure >140 mmHg predicts mortality regardless of diastolic readings."	0
185704	"Under age 50 years, diastolic blood pressure is a better predictor of mortality than systolic readings."	0
185705	Systolic hypertension in older individuals is discussed in detail separately.	0
185706	The diagnosis of hypertension using ambulatory blood pressure monitoring depends upon the time span over which it is interpreted: A 24-hour average above 135/85 mmHg.	0
185707	Daytime (awake) average above 140/90 mmHg.	0
185708	Nighttime (asleep) average above 125/75 mmHg.	0
185709	Home readings correlate more closely with the results of daytime ambulatory measurements than with blood pressure taken in the physician's office.	0
185710	"Thus, the definition of hypertension based upon an average of multiple home readings is the same as for daytime ambulatory blood pressure."	0
185711	The use of ambulatory and home blood pressure monitoring in adults is discussed in detail elsewhere.	0
185712	"Malignant hypertension refers to marked hypertension with retinal hemorrhages, exudates, or papilledema."	0
185713	These findings may be associated with hypertensive encephalopathy.	0
185714	Malignant hypertension is usually associated with diastolic pressures above 120 mmHg.	0
185715	"However, it can occur at diastolic pressures as low as 100 mmHg in previously normotensive patients with acute hypertension due to preeclampsia or acute glomerulonephritis."	1
185716	Severe hypertension (as defined by a diastolic blood pressure above 120 mmHg) in asymptomatic patients is referred to as hypertensive urgency.	0
185717	There is no proven benefit from rapid reduction in BP in asymptomatic patients who have no evidence of acute end-organ damage and are at little short-term risk.	1
185718	"The pathogenesis of primary, or essential, hypertension is poorly understood."	0
185719	"A variety of factors have been implicated, including: Increased sympathetic neural activity, with enhanced beta-adrenergic responsiveness."	0
185720	Increased angiotensin II activity and mineralocorticoid excess.	0
185721	Hypertension is about twice as common in subjects who have one or two hypertensive parents and multiple epidemiologic studies suggest that genetic factors account for approximately 30 percent of the variation in blood pressure in various populations.	0
185722	"Reduced adult nephron mass may predispose to hypertension, which may be related to genetic factors, intrauterine developmental disturbance (eg, hypoxia, drugs, nutritional deficiency), and post-natal environment (eg, malnutrition, infections)."	0
185723	The etiology of primary or essential hypertension and identifiable or secondary hypertension (due to a known cause) differ.	0
185724	A variety of risk factors have been associated with essential hypertension: Hypertension tends to be both more common and more severe in blacks.	0
185725	"Hypertension in maternal, paternal or both parents."	0
185726	"Excess sodium intake increases the risk for hypertension, and sodium restriction lowers blood pressure."	0
185727	Excess alcohol intake is associated with the development of hypertension.	0
185728	Obesity and weight gain are major risk factors for hypertension and are also determinants of the rise in blood pressure that is commonly observed with aging.	0
185729	"Physical inactivity increases the risk for hypertension, and exercise is an effective means of lowering blood pressure."	0
185730	"Dyslipidemia, independent of obesity is associated with hypertension."	0
185731	"Despite well publicized studies suggesting that fructose may increase hypertension risk, the best data suggest that it does not raise blood pressure or increase the incidence of hypertension."	0
185732	"Hypertension may be more common among those with certain personality traits, such as hostile attitudes and time urgency/impatience, as well as among those with depression."	0
185733	Vitamin D deficiency is associated with an increased risk of hypertension.	0
185734	"A number of conditions may lead to secondary hypertension: Primary renal disease - Both acute and chronic kidney disease, particularly with glomerular or vascular disorders."	0
185735	Oral contraceptives - Oral contraceptives often raise the blood pressure within the normal range but can also induce overt hypertension.	0
185736	Drug-induced - Chronic nonsteroidal antiinflammatory agents and many antidepressants can induce hypertension.	0
185737	Chronic alcohol intake and alcohol abuse can also raise blood pressure.	0
185738	"Pheochromocytoma - About one-half of patients with pheochromocytoma have paroxysmal hypertension, most of the rest have what appears to be primary hypertension."	1
185739	"Primary aldosteronism - The presence of primary mineralocorticoid excess, primarily aldosterone, should be suspected in any patient with the triad of hypertension, unexplained hypokalemia, and metabolic alkalosis."	1
185740	"However, some patients have a normal plasma potassium concentration."	0
185741	The prevalence of primary aldosteronism should also be considered in patients with resistant hypertension.	1
185742	"Renovascular disease - Renovascular disease is a common disorder, occurring primarily in patients with generalized atherosclerosis."	1
185743	Cushing's syndrome - Hypertension is a major cause of morbidity and death in patients with Cushing's syndrome.	1
185744	"Other endocrine disorders - Hypothyroidism, hyperthyroidism, and hyperparathyroidism may also induce hypertension."	0
185745	Obstructive sleep apnea - Disordered breathing during sleep appears to be an independent risk factor for systemic hypertension.	0
185746	Coarctation of the aorta - Coarctation of the aorta is one of the major causes of secondary hypertension in young children.	0
185747	Hypertension is associated with a number of serious adverse effects.	0
185748	The likelihood of developing these complications varies with the blood pressure.	0
185749	The increase in risk begins as the blood pressure rises above 115/75 mmHg in all age groups.	0
185750	"However, this relationship does not prove causality, which can only be demonstrated by randomized trials showing benefit from blood pressure reduction."	0
185751	The increase in cardiovascular risk associated with hypertension is importantly affected by the presence or absence of other risk factors.	0
185752	"Hypertension is quantitatively the major risk factor for premature cardiovascular disease, being more common than cigarette smoking, dyslipidemia, or diabetes, the other major risk factors."	0
185753	"In older patients, systolic pressure and pulse pressure are more powerful determinants of risk than diastolic pressure."	0
185754	The risk of heart failure increases with the degree of blood pressure elevation.	0
185755	"Left ventricular hypertrophy is a common finding in patients with hypertension, and is associated with an enhanced incidence of heart failure, ventricular arrhythmias, death following myocardial infarction, and sudden cardiac death."	1
185756	"Hypertension is the most common and most important risk factor for ischemic stroke, the incidence of which can be markedly reduced by effective antihypertensive therapy."	0
185757	Hypertension is the most important risk factor for the development of intracerebral hemorrhage.	0
185758	Hypertension is a risk factor for chronic kidney disease and end-stage renal disease.	0
185759	"It can both directly cause kidney disease, called hypertensive nephrosclerosis, and accelerate the progression of a variety of underlying renal diseases."	0
185760	"Marked elevations in blood pressure can cause an acute, life-threatening emergency."	0
185761	"The 2007 United States Preventive Services Task Force (USPSTF) guidelines on screening for high blood pressure recommend screening every two years for persons with systolic and diastolic pressures below 120 mmHg and 80 mmHg, respectively (normal BP in JNC 7), and yearly for persons with a systolic pressure of 120 to 139 mmHg or a diastolic pressure of 80 to 89 mmHg (prehypertension in JNC 7)."	0
185762	Proper measurement and interpretation of the blood pressure is essential in the diagnosis and management of hypertension.	0
185763	There are a variety of steps that must be followed to achieve maximum accuracy in this process.	0
185764	The preferred technique is discussed in detail separately.)	0
185765	"Out of office blood pressure measurement, which better predicts hypertension related morbidity and mortality, is presented in detail elsewhere."	0
185766	"In the absence of end-organ damage, the diagnosis of mild hypertension should not be made until the blood pressure has been measured on at least three to six visits, spaced over a period of weeks to months."	0
185767	"Sequential studies have shown that the blood pressure drops by an average of 10 to 15 mmHg between visits one and three in patients who appear to have mild hypertension on a first visit to a new doctor, with a stable value not being achieved until more than six visits in some cases."	1
185768	"Thus, many patients considered to be hypertensive at the initial visit are in fact normotensive."	0
185769	"In addition to obtaining multiple blood pressure measurements, blood pressure should be measured in both arms and, in some individuals, postural measurements should be taken: Systolic blood pressure readings in the left and right arms should be roughly equivalent."	0
185770	"A discrepancy of more than 15 mmHg may indicate subclavian stenosis and, hence, peripheral arterial disease."	0
185771	"Postural hypotension, defined as a 20 mmHg or greater fall in systolic pressure upon rising from supine to an unassisted upright position, should be pursued in patients over age 65, those experiencing dizziness or weakness upon standing, or those with diabetes."	1
185772	"Approximately 20 to 25 percent of patients with stage 1 office hypertension have ""white-coat"" or isolated office hypertension in that their blood pressure is repeatedly normal when measured at home, at work, or by ambulatory blood pressure monitoring."	1
185773	"This problem is more common in the elderly, but is infrequent (less than 5 percent) in patients with office diastolic pressures >=105 mmHg."	1
185774	"One way to minimize the white coat effect is to have the blood pressure measured while seated after five minutes in a quiet, unobserved setting by an automated device that obtains five repeated blood pressure measurements at one to five minute intervals."	0
185775	"Ambulatory blood pressure monitoring (ABPM), which records the blood pressure at preset intervals (usually every 15 to 20 minutes during the day and every 30 to 60 minutes during sleep), can be used to confirm or exclude the presence of white coat hypertension in patients with persistent office hypertension but normal blood pressure readings out of the office."	1
185776	A more detailed discussion of white coat hypertension and ambulatory blood pressure monitoring is provided separately.	0
185777	"24-hour monitoring of larger populations has revealed a significant number of patients with elevated out-of-office readings despite normal office readings (eg, masked hypertension)."	1
185778	Cardiovascular risk appears to be elevated in such patients to a similar extent as patients with sustained hypertension.	1
185779	This is consistent with the risk of hypertensive cardiovascular complications being more closely correlated with 24-hour or daytime ambulatory monitoring than with the office pressure.	0
185780	"In addition to patients with suspected white coat hypertension, ambulatory monitoring should be considered in the following circumstances: Suspected episodic hypertension (eg, pheochromocytoma)."	1
185781	Hypertension resistant to increasing medication.	0
185782	Hypotensive symptoms while taking antihypertensive medications.	0
185783	Autonomic dysfunction.	0
185784	(See.	0
185785	"Once it has been determined that the patient has persistent hypertension, an evaluation should be performed to ascertain the following information: To determine the extent of target organ damage."	0
185786	To assess the patient's overall cardiovascular risk status.	0
185787	To rule out identifiable and often curable causes of hypertension.	0
185788	"Most patients with presumed primary, or essential, hypertension should undergo a relatively limited work-up because extensive laboratory testing is of limited utility and is associated with a high incidence of false positive results."	1
185789	"However, it is important to be aware of the clinical clues suggesting the possible presence of one of the causes of secondary hypertension ), which indicate the need for a more extensive evaluation."	0
185790	These issues are discussed in detail elsewhere.	0
185791	"The history should search for those facts that help determine the presence of precipitating or aggravating factors (including prescription medications, non-prescription nonsteroidal antiinflammatory agents, and alcohol consumption), the natural course of the blood pressure, the extent of target organ damage, and the presence of other risk factors for cardiovascular disease."	0
185792	The main goals on the physical examination are to evaluate for signs of end-organ damage (such as retinopathy) and for evidence of a cause of secondary hypertension.	0
185793	"The only tests that should be routinely performed include: Hematocrit, urinalysis, routine blood chemistries (glucose, creatinine, electrolytes), and estimated glomerular filtration rate."	0
185794	"Lipid profile (total and HDL-cholesterol, triglycerides)."	0
185795	Electrocardiogram.	0
185796	Additional tests may be indicated in certain settings: Microalbuminuria is increasingly recognized to be an independent risk factor for cardiovascular disease.	0
185797	A discussion of screening for microalbuminuria among nondiabetics with hypertension is presented separately.	0
185798	"Echocardiography is indicated to detect possible end-organ damage in a patient with borderline blood pressure values, thereby identifying some patients who would not be treated based upon clinical criteria alone."	1
185799	The incidence of this condition varies with the clinical setting.	0
185800	It probably occurs in less than 1 percent of patients with mild hypertension.	1
185801	"In comparison, between 10 and 45 percent of white patients with severe or malignant hypertension have renal artery stenosis."	1
185802	Radiographic testing for renovascular disease is indicated only in patients in whom there are suggestive clinical clues and only if a corrective procedure will be recommended if significant renal artery stenosis is detected.	1
185803	"The clinical clues for renovascular hypertension, screening modalities to detect renovascular disease, and recommendations about whether and in whom corrective interventions should be performed are discussed in detail in other topics."	0
185804	Other causes of identifiable hypertension also must be excluded in the appropriate settings.	0
185805	Clues to the presence of identifiable causes of hypertension are presented elsewhere.	0
185806	"In most clinical trials, antihypertensive therapy compared with placebo has been associated with significant 20 to 25 percent relative risk reductions in the incidence of heart failure and myocardial infarction, and a 30 to 40 percent reduction in the incidence of stroke."	0
185807	"However, these relative risk reductions do not tell the absolute benefit."	0
185808	"In the aggregate, antihypertensive therapy for four to five years prevented a coronary event in 0.7 percent of patients and a cerebrovascular event in 1.3 percent for a total benefit of approximately 2 percent;"	0
185809	this included a reduction in cardiovascular mortality of 0.8 percent.	0
185810	"Thus, 100 patients must be treated for four to five years to prevent a complication in two patients."	0
185811	It is presumed that these statistics underestimate the true benefit of treating stage 1 hypertension since the trials were of too short duration (five to seven years) to determine efficacy in a longer-term diseases such as atherosclerosis and heart failure.	0
185812	"Equal if not greater benefits have been shown with the treatment of elderly hypertensive patients (over age 65), most of whom have isolated systolic hypertension."	1
185813	"Because the elderly start at such higher overall cardiovascular risk, short-term reductions in their hypertension provide greater benefits than that observed in younger patients."	0
185814	"The benefits of antihypertensive therapy are less clear or controversial in patients who have mild hypertension (blood pressure less than 150/90 mmHg) and no preexisting cardiovascular disease, and in elderly patients who are frail."	1
185815	"Using the above definitions from JNC 7, the following general approach can be used to determine which patients with hypertension require antihypertensive therapy."	1
185816	This approach largely includes the recommendations of JNC 7 for risk stratification and treatment and assumes accurate measurement of the blood pressure.	0
185817	A review of the potential errors involved with the procedure of blood pressure measurement is available elsewhere.	0
185818	"In the absence of end-organ damage, a patient should not be labeled as having hypertension unless: the blood pressure is persistently elevated after three to six visits over a several month period;"	1
185819	hypertension is revealed by 24-hour ambulatory monitoring;	0
185820	or the average of home blood pressure readings taken in the morning and evening daily for seven days is elevated.	0
185821	All patients should undergo appropriate nonpharmacologic (lifestyle) modification.	0
